,tweet_date,processed_tweet_text
112066,2021-08-23,locals monyway kyaymone villages monywa staged marching motorcycle strike overthrow caretaker governmen
112077,2021-08-23,members military coup arrived nld office taungtha township night fired
112078,2021-08-23,radakaung area coc refugees camp myitkyina cases covid found aug lock
112085,2021-08-23,locals monyway kyaymone villages monywa staged marching motorcycle strike overthrow caretaker governmen
112088,2021-08-23,sac came hintha village deceptive ambulance stormed house firing gunshots 21yo boy got shot dead
112091,2021-08-23,sac came hintha village deceptive ambulance stormed house firing gunshots 21yo boy got shot dead
112095,2021-08-23,dawei ward administration offices people coming permission cards orde
112100,2021-08-23,dawei ward administration offices people coming permission cards orde
112105,2021-08-23,phapon district sac terrorists shot abducted tortured women phopardae village aug19
112113,2021-08-23,people chanmyatharsi demonstrated coalition strike military dictatorship night freely
112114,2021-08-23,junta uses asean shield
112120,2021-08-23,invaded yangons thamine myothit 1st violently shot abducted men
112124,2021-08-23,according statement issued basic students union year old primary school teacher soe
112141,2021-08-23,monyway kyaymone villages combined motorcycle strike held today junta uses asean shield
112142,2021-08-23,sac came hintha village deceptive ambulance stormed house firing gunshots 21yo boy got shot dead
112157,2021-08-23,// death sac stormed flat street69 * maharaungmyay tsp mandalay shot residents dead prov
112172,2021-08-23,locals monyway kyaymone villages monywa staged marching motorcycle strike overthrow caretaker governmen
112173,2021-08-23,radakaung area coc refugees camp myitkyina cases covid found aug lock
112179,2021-08-23,dawei ward administration offices people coming permission cards orde
112184,2021-08-23,covid 3rd wave ppl refugee camp myitkyinas pammati ward facing food shortages
112189,2021-08-23,junta uses asean shield
112190,2021-08-23,// death sac stormed flat street69 * maharaungmyay tsp mandalay shot residents dead prov
112201,2021-08-23,locals monyway kyaymone villages monywa staged marching motorcycle strike overthrow caretaker governmen
112207,2021-08-23,dawei ward administration offices people coming permission cards orde
112211,2021-08-23,monyway kyaymone villages combined motorcycle strike held today junta uses asean shield
112218,2021-08-23,dawei ward administration offices people coming permission cards orde
112224,2021-08-23,junta uses asean shield
112234,2021-08-23,monyway kyaymone villages combined motorcycle strike held today junta uses asean shield
112240,2021-08-23,dawei ward administration offices people coming permission cards orde
112251,2021-08-23,junta uses asean shield
112262,2021-08-23,// death sac stormed flat street69 * maharaungmyay tsp mandalay shot residents dead prov
112274,2021-08-23,locals monyway kyaymone villages monywa staged marching motorcycle strike overthrow caretaker governmen
112275,2021-08-23,soe lwin lwin teacher detained nyaungshwe prison junta terrorists passed away covi
112282,2021-08-23,people chanmyatharsi demonstrated coalition strike military dictatorship night freely
112284,2021-08-23,residents chanmyatharsi demonstrated coalition strike military dictatorship night fre
112289,2021-08-23,monyway kyaymone villages combined motorcycle strike held today junta uses asean shield
112297,2021-08-23,myanmars covid crisis
112303,2021-08-23,inviting junta 42nd inter parlimentary assembly completely undermined trust asean
112305,2021-08-23,
112307,2021-08-23,
112309,2021-08-23,know main reason deaths innocent myanmar people bcoz
112320,2021-08-23,dawei ward administration offices people coming permission cards orde
112322,2021-08-23,junta uses asean shield
112324,2021-08-23,myanmar fascist military unlawfully abducting youths junta uses asean shield
112327,2021-08-23,junta uses asean shield
112329,2021-08-23,helping lift min aung hlaings chair innocent people killed myanmar junta uses
112336,2021-08-23,junta uses asean shield
112387,2021-08-23,calls day getting louder juntas forces ally border guard forces bgf launched offensive attacks
112392,2021-08-23,usoelwinlwin year old teacher imprisoned prison died aug22 covid
112400,2021-08-23,sac came hintha village deceptive ambulance stormed house firing gunshots 21yo boy got shot dead
112416,2021-08-23,myanmars covid crisis
112417,2021-08-23,inviting junta 42nd inter parlimentary assembly completely undermined trust asean
112420,2021-08-23,know main reason deaths innocent myanmar people bcoz
112423,2021-08-23,myanmars covid crisis need help covid
112426,2021-08-23,
112429,2021-08-23,junta uses asean shield
112437,2021-08-23,junta uses asean shield
112442,2021-08-23,monyway kyaymone villages combined motorcycle strike held today junta uses asean shield
112443,2021-08-23,yes yes yes exploding #
112445,2021-08-23,calls day getting louder juntas forces ally border guard forces bgf launched offensive attacks
112469,2021-08-23,// death heinous military terrorists raided flat street * maharaungmyay tsp mandalay unprovo
112473,2021-08-23,soe lwin lwin teacher detained nyaungshwe prison junta terrorists passed away covi
112476,2021-08-23,phapon district sac terrorists shot abducted tortured women phopardae village aug19
112481,2021-08-23,people chanmyatharsi demonstrated coalition strike military dictatorship night freely
112497,2021-08-23,zendesks fidelma butler explores innovative use space inclusivity collaboration post pandemic
112502,2021-08-23,covid 3rd wave ppl refugee camp myitkyinas pammati ward facing food shortages
112506,2021-08-23,// death sac stormed flat street69 * maharaungmyay tsp mandalay shot residents dead prov
112508,2021-08-23,usoelwinlwin year old teacher imprisoned prison died aug22 covid
112511,2021-08-23,locals monyway kyaymone villages monywa staged marching motorcycle strike overthrow caretaker governmen
112512,2021-08-23,sac came hintha village deceptive ambulance stormed house firing gunshots 21yo boy got shot dead
112514,2021-08-23,// death sac stormed flat street69 * maharaungmyay tsp mandalay shot residents dead prov
112515,2021-08-23,aug22 troops battalion 401 402 tried flee dawei soldier shot dead
112519,2021-08-23,members military coup arrived nld office taungtha township night fired
112523,2021-08-23,locals monyway kyaymone villages monywa staged marching motorcycle strike overthrow caretaker governmen
112525,2021-08-23,radakaung area coc refugees camp myitkyina cases covid found aug lock
112526,2021-08-23,calls day getting louder juntas forces ally border guard forces bgf launched offensive attacks
112528,2021-08-23,sac came hintha village deceptive ambulance stormed house firing gunshots 21yo boy got shot dead
112534,2021-08-23,junta uses asean shield
112535,2021-08-23,myanmar fascist military unlawfully abducting youths junta uses asean shield
112568,2021-08-23,calls day getting louder juntas forces ally border guard forces bgf launched offensive attacks
112574,2021-08-23,magways yezakyo tsp hinthar vlg abducted youths night shot killed maung
112621,2021-08-23,calls day getting louder juntas forces ally border guard forces bgf launched offensive attacks
112622,2021-08-23,monyway kyaymone villages combined motorcycle strike held today junta uses asean shield
112628,2021-08-23,
112630,2021-08-23,aug22 troops battalion 401 402 tried flee dawei soldier shot dead
112635,2021-08-23,sac came hintha village deceptive ambulance stormed house firing gunshots 21yo boy got shot dead
112644,2021-08-23,
112651,2021-08-23,monyway kyaymone villages combined motorcycle strike held today junta uses asean shield
112652,2021-08-23,
112661,2021-08-23,junta uses asean shield
112671,2021-08-23,
112673,2021-08-23,aug22 troops battalion 401 402 tried flee dawei soldier shot dead
112674,2021-08-23,members military coup arrived nld office taungtha township night fired
112676,2021-08-23,vaccinated south africa kindly join conversation unfortunately
112686,2021-08-23,
112688,2021-08-23,aug22 troops battalion 401 402 tried flee dawei soldier shot dead
112689,2021-08-23,usoelwinlwin year old teacher imprisoned prison died aug22 covid
112703,2021-08-23,radakaung area coc refugees camp myitkyina cases covid found aug lock
112707,2021-08-23,sac came hintha village deceptive ambulance stormed house firing gunshots 21yo boy got shot dead
112717,2021-08-23,locals monyway kyaymone villages monywa staged marching motorcycle strike overthrow caretaker governmen
112718,2021-08-23,radakaung area coc refugees camp myitkyina cases covid found aug lock
112724,2021-08-23,
112729,2021-08-23,
112742,2021-08-23,calls day getting louder juntas forces ally border guard forces bgf launched offensive attacks
112743,2021-08-23,
112778,2021-08-23,
112783,2021-08-23,guy daringly jerks follow
112784,2021-08-23,members military coup arrived nld office taungtha tsp night fired
112812,2021-08-23,calls day getting louder juntas forces ally border guard forces bgf launched offensive attacks
112813,2021-08-23,
113001,2021-08-23,joins diplomatic charm offensive south east asia
113099,2021-08-23,know faster implementation control measures october unvaccinated
113217,2021-08-23,tokyo revengers episode preview shots
113282,2021-08-23,members military coup arrived nld office taungtha township night fired
113302,2021-08-23,radakaung area coc refugees camp myitkyina cases covid found aug lock
113306,2021-08-23,sac came hintha village deceptive ambulance stormed house firing gunshots 21yo boy got shot dead
113307,2021-08-23,dawei ward administration offices people coming permission cards orde
113319,2021-08-23,getting frustrated horny quarantine toys delivered dildo hote
113376,2021-08-24,hrsingapores courses commence week heightened alert hotel seminar rooms safe manageme
113598,2021-08-24,malay twunk exhibitionist / follow
113905,2021-08-24,
113907,2021-08-24,singapore/ taemchick kkoong griptok phone case order closes
113917,2021-08-24,singapore/ taemchick kkoong griptok phone case order closes
113992,2021-08-23,soe lwin lwin primary cdm teacher thanekone village unjustly detained nyaungshwe prison
114098,2021-08-23,
114314,2021-08-23,boy masturbates cum pool follow
114335,2021-08-23,guy blows load gym mirror follow
114367,2021-08-23,guy daringly jerks follow
114404,2021-08-23,lean guy gets big dick edged follow
114550,2021-08-23,hotel ballrooms safe distance precautions certification workshops hrlaw lectures personalized
114738,2021-08-23,singapore says asean effective hoped myanmar
114954,2021-08-23,daiso goodie bagskp
115058,2021-08-23,boy wanks thick cock cums body follow
115122,2021-08-23,myanmars covid crisis
115140,2021-08-23,hot joal ong follow
115148,2021-08-23,3icu
115172,2021-08-23,myanmars covid crisis
115184,2021-08-23,malay twink exhibitionist / follow actually vid
115286,2021-08-23,singapore offers a330 tanker aircraft help airlift evacuees afghanistan lee
115303,2021-08-23,covid concerns shanghai pvg airport called immediate closure cargo terminals
115341,2021-08-23,myanmars covid crisis
115364,2021-08-23,
115379,2021-08-23,myanmars covid crisis
115407,2021-08-23,hot joal ong follow
115451,2021-08-23,myanmars covid crisis
115461,2021-08-23,myanmars covid crisis
115521,2021-08-23,certification hrsingapore want expert fast growing field certi
115627,2021-08-23,// death heinous military terrorists raided flat street * maharaungmyay tsp mandalay unprovo
115630,2021-08-23,inviting junta 42nd inter parlimentary assembly completely undermined trust asean
115695,2021-08-23,couple shot dead military | mizzima myanmar news insight
115699,2021-08-23,inviting junta 42nd inter parlimentary assembly completely undermined trust asean
115701,2021-08-23,
115703,2021-08-23,
115707,2021-08-23,cases similar humanity happening parts country junta uses asean shi
115709,2021-08-23,know main reason deaths innocent myanmar people bcoz
115712,2021-08-23,inviting junta 42nd inter parlimentary assembly completely undermined trust asean
115714,2021-08-23,
115716,2021-08-23,junta uses asean shield
115719,2021-08-23,
115722,2021-08-23,cases similar humanity happening parts country junta uses asean shi
115725,2021-08-23,know main reason deaths innocent myanmar people bcoz
115728,2021-08-23,junta uses asean shield
115747,2021-08-23,myanmars covid crisis need help covid
115778,2021-08-23,myanmars covid crisis need help covid
115789,2021-08-23,inviting junta 42nd inter parlimentary assembly completely undermined trust asean
115790,2021-08-23,
115791,2021-08-23,// death heinous military terrorists raided flat street * maharaungmyay tsp mandalay unprovo
115792,2021-08-23,
115796,2021-08-23,cases similar humanity happening parts country junta uses asean shi
115797,2021-08-23,inviting junta 42nd inter parlimentary assembly completely undermined trust asean
