,user_screenname,tweet_text
12637,STForeignDesk,"RT @STForeignDesk: Israeli doctors find severe Covid-19 breakthrough cases mostly in older, sicker patients https://t.co/n1cbZxpFE5"
12638,STForeignDesk,RT @STForeignDesk: Thailand reaches 1 million Covid-19 cases https://t.co/cAKpEeAbIy
12639,TODAYonline,"RT @TODAYonline: Covid-19: 'Strict enforcement' on dine-in rules to start; people who falsely declare vaccination status can be fined, jail…"
12640,TODAYonline,"RT @TODAYonline: Covid-19: 'Strict enforcement' on dine-in rules to start; people who falsely declare vaccination status can be fined, jail…"
12641,ChannelNewsAsia,"RT @ChannelNewsAsia: 8 F&B outlets ordered to close, another 22 fined for breaching COVID-19 rules https://t.co/8YJGNotTDa https://t.co/Q0J…"
12642,TODAYonline,RT @TODAYonline: AT A GLANCE: All travellers from Hong Kong and Macau can enter Singapore without stay-home notice from Aug 26. Fully vacci…
12643,DGHisham,"RT @DGHisham: A reminder to all, many places are opening because of economy & not because it is safe. Please keep that in mind; please wear…"
12644,ChannelNewsAsia,"RT @ChannelNewsAsia: AT A GLANCE: Here's a snapshot of Singapore's #COVID19 border measures and which countries they apply to.

Full story:…"
12645,ChannelNewsAsia,"RT @ChannelNewsAsia: AT A GLANCE: Here's a snapshot of Singapore's #COVID19 border measures and which countries they apply to.

Full story:…"
12646,ChannelNewsAsia,"RT @ChannelNewsAsia: AT A GLANCE: Here's a snapshot of Singapore's #COVID19 border measures and which countries they apply to.

Full story:…"
12647,DGHisham,RT @DGHisham: Today we loss a very dedicated staff Dr Nirmala Subramaniam. She was a Public Health Medicine Specialist in Unit Pengurusan H…
12648,DGHisham,"RT @DGHisham: A reminder to all, many places are opening because of economy & not because it is safe. Please keep that in mind; please wear…"
12649,leehsienloong,RT @leehsienloong: Explored the Bras Basah.Bugis precinct last weekend to enjoy the annual National Day light-up. I hope these beautiful ni…
12650,TODAYonline,RT @TODAYonline: WATCH: Situation on Friday morning during a flash flood near Ikea Tampines. Five people had to be rescued from four partia…
12651,xavierlur,RT @xavierlur: Museum of Ice Cream🍦Singapore opens in Dempsey today! https://t.co/R1ksbsb5wr
12652,leehsienloong,RT @leehsienloong: Explored the Bras Basah.Bugis precinct last weekend to enjoy the annual National Day light-up. I hope these beautiful ni…
12653,ChannelNewsAsia,"RT @ChannelNewsAsia: 8 F&B outlets ordered to close, another 22 fined for breaching COVID-19 rules https://t.co/8YJGNotTDa https://t.co/Q0J…"
12654,raaaaachel,"RT @raaaaachel: Since you all asked for it, let's try something challenging 😊

RT this post and screenshot to me your RT, if this hits 700…"
12655,TODAYonline,RT @TODAYonline: AT A GLANCE: All travellers from Hong Kong and Macau can enter Singapore without stay-home notice from Aug 26. Fully vacci…
12656,TODAYonline,RT @TODAYonline: WATCH: Situation on Friday morning during a flash flood near Ikea Tampines. Five people had to be rescued from four partia…
12657,LeongWaiKitCNA,"RT @LeongWaiKitCNA: #MYANMAR #COVID19 SITUATION AUG 20

Total tally:
365,759

New daily cases:
2,590

New daily deaths:
159

Deaths so far:…"
12658,stbusinessdesk,RT @stbusinessdesk: South-east Asia's economies battered as Covid-19 chokes off supply chains https://t.co/YgNKFDP7ta
12659,STForeignDesk,RT @STForeignDesk: AstraZeneca's antibody cocktail prevents Covid-19 in high-risk groups https://t.co/v26dNlgy3K
12660,historyogi,RT @historyogi: Bilahari dishes out some analysis about America's strategic calculations and implications for Southeast Asia and Singapore.…
12661,lioncitysailors,"RT @lioncitysailors: DIEGO LOPES | ONE ON ONE
Sailors star Diego Lopes talks about his first few months in Singapore, his motivation and wh…"
12662,sporeMOH,"RT @sporeMOH: As of 17 Aug 2021, 77% of our population has completed their full regimen/ received two doses of COVID-19 vaccines, and 82% h…"
12663,ChannelNewsAsia,RT @ChannelNewsAsia: UK approves Regeneron-Roche antibody cocktail for COVID-19 https://t.co/DFSknY7weg https://t.co/dT6eZhxS2o
12664,STForeignDesk,"RT @STForeignDesk: In Covid hangover, as more around world get vaccinated, fewer give blood https://t.co/wgsNTLBugr"
12665,straits_times,RT @straits_times: askST: Is it safe to drive through a flood? https://t.co/HQQfGhzlQr
12666,TODAYonline,RT @TODAYonline: WATCH: Situation on Friday morning during a flash flood near Ikea Tampines. Five people had to be rescued from four partia…
12667,ChannelNewsAsia,"RT @ChannelNewsAsia: 8 F&B outlets ordered to close, another 22 fined for breaching COVID-19 rules https://t.co/8YJGNotTDa https://t.co/Q0J…"
12668,Reuters,RT @Reuters: The Museum of Ice Cream opened its first foreign outlet in Singapore. Tickets cost around $28 and guests can enjoy free-flowin…
12669,DGHisham,"RT @DGHisham: A reminder to all, many places are opening because of economy & not because it is safe. Please keep that in mind; please wear…"
12670,TODAYonline,"RT @TODAYonline: Covid-19: 'Strict enforcement' on dine-in rules to start; people who falsely declare vaccination status can be fined, jail…"
12671,IrrawaddyNews,"RT @IrrawaddyNews: COVID-19 Hits Myanmar Refugees in Thai IDP Camps
https://t.co/Lwmo6nJrxA

#WhatsHappeningInMyanmar
--------------------…"
12672,IrrawaddyNews,"RT @IrrawaddyNews: COVID-19 Hits Myanmar Refugees in Thai IDP Camps
https://t.co/Lwmo6nJrxA

#WhatsHappeningInMyanmar
--------------------…"
12673,TODAYonline,RT @TODAYonline: SCDF rescues 5 people from vehicles stuck in flash flood near Ikea Tampines https://t.co/aoZk9M6evj
12674,IrrawaddyNews,"RT @IrrawaddyNews: COVID-19 Hits Myanmar Refugees in Thai IDP Camps
https://t.co/Lwmo6nJrxA

#WhatsHappeningInMyanmar
--------------------…"
12675,IrrawaddyNews,"RT @IrrawaddyNews: COVID-19 Hits Myanmar Refugees in Thai IDP Camps
https://t.co/Lwmo6nJrxA

#WhatsHappeningInMyanmar
--------------------…"
12676,business,"RT @business: NEW: Despite vaccination efforts, office workers are little closer to returning to their desks full-time 
https://t.co/N7r5Ux…"
12677,KKMPutrajaya,"RT @KKMPutrajaya: Terkini #COVID19, 23,564 kes baharu dilaporkan"
12678,IrrawaddyNews,"RT @IrrawaddyNews: COVID-19 Hits Myanmar Refugees in Thai IDP Camps
https://t.co/Lwmo6nJrxA

#WhatsHappeningInMyanmar
--------------------…"
12679,IrrawaddyNews,"RT @IrrawaddyNews: COVID-19 Hits Myanmar Refugees in Thai IDP Camps
https://t.co/Lwmo6nJrxA

#WhatsHappeningInMyanmar
--------------------…"
12680,straits_times,RT @straits_times: Heavy rain leads to flash floods and traffic snarls in parts of Singapore https://t.co/mgFO0wvIJL
12681,STForeignDesk,RT @STForeignDesk: PM Bennett has third Covid-19 shot as Israel extends booster campaign https://t.co/FhcdxiHY41
12682,ChannelNewsAsia,"RT @ChannelNewsAsia: AT A GLANCE: Here's a snapshot of Singapore's #COVID19 border measures and which countries they apply to.

Full story:…"
12683,SaveMM99,RT @SaveMM99: About 20Terrorists(SAC) in civilians' clothes forcefully raided&searched Daw Khine Lwin's house(a Philanthropist who borrowed…
12684,ChannelNewsAsia,"RT @ChannelNewsAsia: Woman fined S$10,000 for sharing COVID-19 case information leaked in chat group by MOH officer https://t.co/5S9ukWqZno…"
12685,straits_times,"RT @straits_times: 8 eateries ordered to close, 59 people fined for flouting Covid-19 rules https://t.co/aG4IZvcq8l"
12686,straits_times,RT @straits_times: Driver in Lucky Plaza crash that killed 2 women expected to plead guilty on Sept 24 https://t.co/03TeI0g49u
12687,IrrawaddyNews,"RT @IrrawaddyNews: COVID-19 Hits Myanmar Refugees in Thai IDP Camps
https://t.co/Lwmo6nJrxA

#WhatsHappeningInMyanmar
--------------------…"
12688,KKMPutrajaya,"RT @KKMPutrajaya: Pecahan kes baharu #COVID19 mengikut negeri, 20 Ogos 2021 https://t.co/RD2ZYBpD5p"
12689,ChannelNewsAsia,RT @ChannelNewsAsia: Sri Lankans seek full COVID-19 lockdown ahead of president's address https://t.co/TNlWmpChjG https://t.co/PSbEmCmfkL
12690,straits_times,"RT @straits_times: YouTuber Dee Kosh charged with offering cash to boys below 18 for sexual services, among other offences https://t.co/TsA…"
12691,KKMPutrajaya,"RT @KKMPutrajaya: Terkini #COVID19, 23,564 kes baharu dilaporkan"
12692,LeongWaiKitCNA,"RT @LeongWaiKitCNA: #MYANMAR #COVID19 SITUATION AUG 20

Total tally:
365,759

New daily cases:
2,590

New daily deaths:
159

Deaths so far:…"
12693,ChannelNewsAsia,"RT @ChannelNewsAsia: AT A GLANCE: Here's a snapshot of Singapore's #COVID19 border measures and which countries they apply to.

Full story:…"
12694,straits_times,"RT @straits_times: Woman who leaked number of daily Covid-19 cases last year fined $10,000 https://t.co/mx8Ip8eiey"
12695,MothershipSG,"RT @MothershipSG: [JUST IN] Covid-19 update in S'pore on Aug. 20:

NEW CASES: 40

* Locally-transmitted cases: 36
* Imported cases: 4

Tota…"
12696,MothershipSG,"RT @MothershipSG: [JUST IN] Covid-19 update in S'pore on Aug. 20:

NEW CASES: 40

* Locally-transmitted cases: 36
* Imported cases: 4

Tota…"
12697,xavierlur,RT @xavierlur: Museum of Ice Cream🍦Singapore opens in Dempsey today! https://t.co/R1ksbsb5wr
12698,MothershipSG,"RT @MothershipSG: [JUST IN] Covid-19 update in S'pore on Aug. 20:

NEW CASES: 40

* Locally-transmitted cases: 36
* Imported cases: 4

Tota…"
12699,STForeignDesk,RT @STForeignDesk: Sri Lankans seek full Covid-19 lockdown ahead of president's address https://t.co/ZwY9ZCBs22
12700,MothershipSG,"RT @MothershipSG: [JUST IN] Covid-19 update in S'pore on Aug. 20:

NEW CASES: 40

* Locally-transmitted cases: 36
* Imported cases: 4

Tota…"
12701,straits_times,RT @straits_times: Driver in Lucky Plaza crash that killed 2 women expected to plead guilty on Sept 24 https://t.co/03TeI0g49u
12702,Reuters,RT @Reuters: U.S. probing Moderna vaccine for higher heart inflammation risk - Washington Post https://t.co/0pNkBAaIJ1 https://t.co/aVAaG2z…
12703,ChannelNewsAsia,"RT @ChannelNewsAsia: Malaysia reports 23,564 new COVID-19 cases, setting record for third straight day https://t.co/EKiINgVVeM https://t.co…"
12704,TODAYonline,"RT @TODAYonline: Singapore committed to staying open, as it reaches 'new position' in Covid-19 fight after prudent approach: Ong Ye Kung ht…"
12705,ChannelNewsAsia,"RT @ChannelNewsAsia: Woman fined S$10,000 for sharing COVID-19 case information leaked in chat group by MOH officer https://t.co/5S9ukWqZno…"
12706,ChannelNewsAsia,"RT @ChannelNewsAsia: 36 new locally transmitted COVID-19 cases in Singapore, including 14 unlinked https://t.co/IBdtpcM7H3 https://t.co/ZEl…"
12707,Reuters,"RT @Reuters: The Tokyo Paralympics will be held under ‘very difficult’ circumstances, organizers said, with hospitals in the host city over…"
12708,MothershipSG,"RT @MothershipSG: M'sian vaccination volunteer praised for learning to talk to foreign workers in their own languages
https://t.co/sZYYiqxw…"
12709,IrrawaddyNews,"RT @IrrawaddyNews: COVID-19 Hits Myanmar Refugees in Thai IDP Camps
https://t.co/Lwmo6nJrxA

#WhatsHappeningInMyanmar
--------------------…"
12710,ChannelNewsAsia,"RT @ChannelNewsAsia: Singapore reports 36 new locally transmitted #COVID19 cases, including 14 currently unlinked https://t.co/8G7XtQSN6D h…"
12711,ChannelNewsAsia,"RT @ChannelNewsAsia: AT A GLANCE: Here's a snapshot of Singapore's #COVID19 border measures and which countries they apply to.

Full story:…"
12712,ChannelNewsAsia,"RT @ChannelNewsAsia: Singapore will remain an open economy, approach ‘has not and will not change’: Ong Ye Kung https://t.co/MzqWVe82Cg htt…"
12713,straits_times,"RT @straits_times: Hougang, Choa Chu Kang, Paya Lebar had highest rainfall on Friday: NEA https://t.co/FGNZG6dFCs"
12714,straits_times,RT @straits_times: Landscape workers to see annual wages rise by 6.3% on average under Progressive Wage Model https://t.co/XbFNJ0GJyT
12715,KKMPutrajaya,"RT @KKMPutrajaya: Terkini #COVID19, 23,564 kes baharu dilaporkan"
12716,DGHisham,RT @DGHisham: Today we loss a very dedicated staff Dr Nirmala Subramaniam. She was a Public Health Medicine Specialist in Unit Pengurusan H…
12717,IrrawaddyNews,"RT @IrrawaddyNews: COVID-19 Hits Myanmar Refugees in Thai IDP Camps
https://t.co/Lwmo6nJrxA

#WhatsHappeningInMyanmar
--------------------…"
12718,MothershipSG,"RT @MothershipSG: [JUST IN] Covid-19 update in S'pore on Aug. 20:

NEW CASES: 40

* Locally-transmitted cases: 36
* Imported cases: 4

Tota…"
12719,ChannelNewsAsia,RT @ChannelNewsAsia: First batch of Team Singapore Paralympians departs for Tokyo https://t.co/efqUJiMWA7 https://t.co/zaFgvaeEm4
12720,KKMPutrajaya,"RT @KKMPutrajaya: Terkini #COVID19, 23,564 kes baharu dilaporkan"
12721,ChannelNewsAsia,"RT @ChannelNewsAsia: Whether you’re thinking of a holiday to Germany or Brunei, or looking to travel to Singapore from there, this is what…"
12722,straits_times,RT @straits_times: Water rose to their waists as drivers and passengers flee flooded cars in Pasir Ris https://t.co/E6Ce2dqbCl
12723,STForeignDesk,RT @STForeignDesk: Germany sees fourth Covid-19 wave driven by Delta variant https://t.co/fKsBFeCULr
12724,straits_times,"RT @straits_times: Woman who leaked number of daily Covid-19 cases last year fined $10,000 https://t.co/mx8Ip8eiey"
12725,ChannelNewsAsia,"RT @ChannelNewsAsia: AT A GLANCE: Here's a snapshot of Singapore's #COVID19 border measures and which countries they apply to.

Full story:…"
12726,Reuters,RT @Reuters: Singapore says ASEAN not as effective as hoped in Myanmar https://t.co/3RHX9UXW7w https://t.co/AqIirxFPf9
12727,STForeignDesk,"RT @STForeignDesk: Philippines sees record coronavirus infections, death rate climbs https://t.co/EuYe4u31fy"
12728,straits_times,RT @straits_times: US V-P Kamala Harris to meet President Halimah and PM Lee during visit to S'pore https://t.co/jbT8N5OfcQ
12729,ChannelNewsAsia,"RT @ChannelNewsAsia: Singapore will remain an open economy, approach ‘has not and will not change’: Ong Ye Kung https://t.co/MzqWVe82Cg htt…"
12730,SaveMM99,"RT @SaveMM99: As Terrorists(SAC)forcefully raided MwayLwal village,#Gantgaw tsp,#Magway division by continuously gun firing on Aug19,a 30yr…"
12731,sporeMOH,"RT @sporeMOH: As of 18 Aug 2021, 77% of our population has completed their full regimen/ received two doses of COVID-19 vaccines, and 82% h…"
12732,straits_times,RT @straits_times: US V-P Kamala Harris to meet President Halimah and PM Lee during visit to S'pore https://t.co/jbT8N5OfcQ
12733,IrrawaddyNews,"RT @IrrawaddyNews: COVID-19 Hits Myanmar Refugees in Thai IDP Camps
https://t.co/Lwmo6nJrxA

#WhatsHappeningInMyanmar
--------------------…"
12734,TODAYonline,RT @TODAYonline: Do You Really Get Unlimited Servings Of Ice Cream At The Museum Of Ice Cream In Dempsey? — And Other Things You Should Kno…
